,name,gender,is_buy,amount,platform,sighup_days,history_times,history_amount,last_buy_date,today_search_times,last_day_search_times,sigh_up_days_last_week,last_buy_date_to_now,city,province
1261,酆明,male,1,116.9,ios,200,40,156,2021/1/28,5,3,0,87,深圳,广东
1262,酆军,male,1,125.9,ios,14,7,804.3,2021/4/16,4,5,0,9,重庆,重庆
1263,酆子轩,male,1,106.9,adr,95,19,207.1,2021/4/18,3,2,0,7,广州,广东
1264,酆浩轩,male,1,22.9,ios,22,11,273.9,2021/4/4,2,1,0,21,杭州,浙江
1265,酆皓轩,male,1,14.9,adr,30,6,575.4,2021/3/31,3,2,0,25,衡水,河北
1266,酆子涵,male,1,26.9,adr,49,7,363.3,2021/3/26,2,0,0,30,济宁,山东
1267,酆一诺,male,1,0.9,ios,0,0,0,2021/4/25,3,2,1,0,银川,宁夏
1268,酆宇航,male,1,253.9,ios,576,64,4345.6,2020/11/12,1,1,0,164,湘西,湖南
1269,酆昊然,male,1,10.9,adr,16,2,25.8,2021/4/13,2,1,0,12,枣庄,山东
1270,酆一鸣,male,1,3.9,adr,8,2,159.8,2021/4/21,1,0,1,4,锡林郭勒盟,内蒙古
1271,酆子宸,male,1,118.9,adr,240,40,15076,2021/4/24,3,1,3,1,新乡,河南
1272,酆子豪,male,1,47.9,adr,95,19,3950.1,2021/1/27,3,2,0,88,衢州,浙江
1273,酆明轩,male,1,243.9,adr,42,6,443.4,2021/4/13,3,1,0,12,怀化,湖南
1274,酆致远,male,1,8.9,adr,0,0,0,2021/4/25,1,1,5,0,桂林,广西
1275,酆俊熙,male,1,41.9,ios,0,0,0,2021/4/25,1,1,1,0,湘西,湖南
1276,酆天佑,male,1,40.9,adr,90,15,3973.5,2021/3/31,3,1,0,25,河池,广西
1277,酆睿,male,1,58.9,adr,184,23,549.7,2020/12/23,4,2,0,123,酒泉,甘肃
1278,酆子睿,male,1,3.9,adr,0,0,0,2021/4/25,2,1,0,0,重庆,重庆
1279,酆宇轩,male,1,211.9,adr,6,6,41.4,2021/4/20,1,0,1,5,景德镇,江西
1280,酆致远,male,1,44.9,adr,40,8,455.2,2021/4/21,2,2,2,4,黄山,安徽
1281,鲍伟,male,1,219.9,adr,63,21,501.9,2021/4/1,1,1,0,24,马鞍山,安徽
1282,鲍明,male,1,43.9,adr,14,2,141.8,2021/4/25,2,1,1,0,兰州,甘肃
1283,鲍军,male,1,35.9,adr,24,12,442.8,2021/4/18,1,1,0,7,徐州,江苏
1284,鲍子轩,male,1,46.9,adr,104,13,3040.7,2021/3/1,2,1,0,55,娄底,湖南
1285,鲍浩轩,male,1,18.9,adr,36,6,413.4,2021/3/27,4,5,0,29,沈阳,辽宁
1286,鲍皓轩,male,1,220.9,ios,497,71,5956.9,2020/2/14,3,2,0,436,广元,四川
1287,鲍子涵,male,1,3.9,adr,30,5,89.5,2021/4/16,1,0,0,9,漯河,河南
1288,鲍一诺,male,1,214.9,ios,29,29,3999.1,2021/4/11,2,1,0,14,重庆,重庆
1289,鲍宇航,male,1,51.9,adr,26,13,1987.7,2021/4/10,4,3,0,15,海口,海南
1290,鲍昊然,male,1,57.9,ios,153,17,423.3,2021/4/12,3,2,0,13,临汾,山西
1291,鲍一鸣,male,1,43.9,adr,15,15,2533.5,2021/4/20,2,1,0,5,哈尔滨,黑龙江
1292,鲍子宸,male,1,88.9,adr,15,15,208.5,2021/4/17,4,1,0,8,厦门,福建
1293,鲍子豪,male,1,45.9,adr,24,6,11.4,2021/4/14,2,2,0,11,白山,吉林
1294,鲍明轩,male,1,42.9,adr,28,7,951.3,2021/4/16,3,2,0,9,韶关,广东
1295,鲍致远,male,1,47.9,adr,105,15,598.5,2021/3/27,1,1,0,29,湘潭,湖南
1296,鲍俊熙,male,1,22.9,adr,56,7,762.3,2021/3/2,1,1,0,54,阳江,广东
1297,鲍天佑,male,1,44.9,adr,18,2,49.8,2021/4/23,3,2,0,2,常德,湖南
1298,鲍睿,male,1,110.9,adr,126,14,2000.6,2021/1/22,2,1,0,93,玉林,广西
1299,鲍子睿,male,1,1.9,adr,15,3,737.7,2021/4/17,2,1,0,8,南通,江苏
1300,鲍宇轩,male,1,92.9,ios,12,2,11.8,2021/4/14,2,1,0,11,上海,上海
1301,鲍致远,male,1,66.9,adr,99,11,196.9,2021/3/25,4,3,0,31,上海,上海
1302,史伟,male,1,4.9,adr,20,5,149.5,2021/4/21,2,2,0,4,烟台,山东
1303,史明,male,1,86.9,adr,69,23,1791.7,2021/3/19,1,1,0,37,盐城,江苏
1304,史军,male,1,42.9,adr,52,13,50.7,2021/3/31,3,2,0,25,梅州,广东
1305,史子轩,male,1,147.9,adr,184,46,915.4,2021/4/8,2,1,0,17,喀什,新疆
1306,史浩轩,male,1,28.9,adr,108,12,118.8,2021/3/27,3,1,0,29,毕节,贵州
1307,史皓轩,male,1,33.9,adr,12,6,527.4,2021/4/19,1,1,0,6,黔南,贵州
1308,史子涵,male,1,16.9,ios,2,2,51.8,2021/4/23,3,1,1,2,重庆,重庆
1309,史一诺,male,1,39.9,adr,14,7,559.3,2021/4/16,3,1,0,9,沈阳,辽宁
1310,史宇航,male,1,20.9,adr,21,7,517.3,2021/4/4,3,1,0,21,广州,广东
1311,史昊然,male,1,55.9,adr,11,11,955.9,2021/4/19,2,2,0,6,哈尔滨,黑龙江
1312,史一鸣,male,1,113.9,adr,315,35,2901.5,2021/4/2,1,0,0,23,银川,宁夏
1313,史子宸,male,1,215.9,adr,414,46,6573.4,2020/11/14,2,1,0,162,淮安,江苏
1314,史子豪,male,1,486.9,ios,224,56,20770.4,2021/4/20,1,0,1,5,楚雄,云南
1315,史明轩,male,1,68.9,adr,27,3,392.7,2021/3/30,2,1,0,26,丽水,浙江
1316,史致远,male,1,121.9,adr,252,42,499.8,2021/3/7,2,1,0,49,怒江,云南
1317,史俊熙,male,1,11.9,adr,4,2,203.8,2021/4/22,2,1,3,3,海西,青海
1318,史天佑,male,1,35.9,adr,16,4,55.6,2021/4/21,1,1,2,4,内江,四川
1319,史睿,male,1,16.9,adr,8,2,15.8,2021/4/19,2,1,0,6,广州,广东
1320,史子睿,male,1,39.9,adr,104,13,102.7,2021/4/1,2,1,0,24,上海,上海
1321,史宇轩,male,1,238.9,ios,67,67,1199.3,2021/4/21,1,1,0,4,南京,江苏
1322,史致远,male,1,71.9,adr,198,22,1603.8,2021/2/2,2,1,0,82,德阳,四川
1323,唐伟,male,1,20.9,adr,32,4,315.6,2021/4/10,2,1,0,15,十堰,湖北
1324,唐明,male,1,13.9,adr,35,7,349.3,2021/4/15,3,1,0,10,梧州,广西
1325,唐军,male,1,65.9,adr,68,17,1834.3,2021/2/26,3,1,0,58,湘潭,湖南
1326,唐子轩,male,1,118.9,adr,258,43,6058.7,2021/3/16,3,2,0,40,西安,陕西
1327,唐浩轩,male,1,6.9,adr,6,1,33.9,2021/4/21,3,2,2,4,鄂尔多斯,内蒙古
1328,唐皓轩,male,1,136.9,adr,18,6,191.4,2021/4/21,2,1,0,4,鞍山,辽宁
1329,唐子涵,male,1,122.9,ios,196,28,641.2,2021/1/26,4,2,0,89,聊城,山东
1330,唐一诺,male,1,26.9,adr,63,7,223.3,2021/3/26,1,1,0,30,黄冈,湖北
1331,唐宇航,male,1,202.9,adr,342,38,604.2,2020/8/2,3,2,0,266,东莞,广东
1332,唐昊然,male,1,85.9,ios,24,4,111.6,2021/4/22,4,4,1,3,武汉,湖北
1333,唐一鸣,male,1,186.9,ios,468,52,12734.8,2020/1/13,2,1,0,468,海南,青海
1334,唐子宸,male,1,8.9,ios,36,6,431.4,2021/4/19,1,0,0,6,濮阳,河南
1335,唐子豪,male,1,166.9,adr,81,27,618.3,2021/3/4,4,1,0,52,咸宁,湖北
1336,唐明轩,male,1,179.9,adr,7,1,33.9,2021/4/23,2,1,2,2,福州,福建
1337,唐致远,male,1,117.9,adr,153,17,2871.3,2021/3/18,3,1,0,38,上海,上海
1338,唐俊熙,male,1,9.9,ios,49,7,1679.3,2021/3/7,1,0,0,49,广州,广东
1339,唐天佑,male,1,16.9,ios,15,3,170.7,2021/4/18,3,1,0,7,襄阳,湖北
1340,唐睿,male,1,359.9,ios,177,59,4655.1,2021/1/4,2,1,0,111,甘孜,四川
1341,唐子睿,male,1,10.9,ios,21,3,149.7,2021/4/14,3,1,0,11,哈尔滨,黑龙江
1342,唐宇轩,male,1,65.9,adr,60,10,1039,2021/3/7,2,1,0,49,潜江,湖北
1343,唐致远,male,1,0.9,adr,0,0,0,2021/4/25,2,1,6,0,海西,青海
1344,费伟,male,1,15.9,adr,28,4,519.6,2021/4/23,3,1,4,2,遵义,贵州
1345,费明,male,1,91.9,adr,7,1,99.9,2021/4/24,3,2,0,1,沈阳,辽宁
1346,费军,male,1,36.9,ios,56,14,3330.6,2021/3/27,3,2,0,29,安庆,安徽
1347,费子轩,male,1,296.9,adr,288,72,64.8,2021/1/27,2,0,0,88,济宁,山东
1348,费浩轩,male,1,42.9,adr,12,4,279.6,2021/4/19,2,0,0,6,赣州,江西
1349,费皓轩,male,1,143.9,adr,270,30,1347,2020/10/24,2,2,0,183,泰安,山东
1350,费子涵,male,1,7.9,adr,9,3,185.7,2021/4/23,2,1,4,2,大庆,黑龙江
1351,费一诺,male,1,56.9,adr,5,5,504.5,2021/4/21,2,1,1,4,海东,青海
1352,费宇航,male,1,7.9,adr,36,6,137.4,2021/4/16,4,2,0,9,曲靖,云南
1353,费昊然,male,1,234.9,adr,30,15,553.5,2021/4/3,3,1,0,22,厦门,福建
1354,费一鸣,male,1,20.9,adr,0,0,0,2021/4/25,3,3,2,0,北京,北京
1355,费子宸,male,1,142.9,ios,60,15,343.5,2021/4/9,3,1,0,16,安阳,河南
1356,费子豪,male,1,139.9,adr,66,33,623.7,2021/4/1,3,2,0,24,重庆,重庆
1357,费明轩,male,1,177.9,ios,48,16,3326.4,2021/4/5,2,1,0,20,鄂尔多斯,内蒙古
1358,费致远,male,1,24.9,adr,12,6,125.4,2021/4/24,1,0,2,1,乌鲁木齐,新疆
1359,费俊熙,male,1,28.9,ios,91,13,1272.7,2021/3/22,4,3,0,34,伊春,黑龙江
1360,费天佑,male,1,107.9,adr,200,25,2897.5,2021/4/11,4,2,0,14,临沧,云南
1361,费睿,male,1,33.9,adr,54,9,899.1,2021/4/18,2,1,0,7,徐州,江苏
1362,费子睿,male,1,98.9,adr,51,17,1630.3,2021/3/31,2,1,0,25,锦州,辽宁
1363,费宇轩,male,1,62.9,adr,64,16,622.4,2021/3/29,2,0,0,27,广州,广东
1364,费致远,male,1,2.9,adr,3,3,125.7,2021/4/22,1,0,0,3,平顶山,河南
1365,廉伟,male,1,363.9,adr,621,69,7307.1,2021/1/31,3,2,0,84,广州,广东
1366,廉明,male,1,98.9,adr,42,6,1265.4,2021/4/5,2,1,0,20,北京,北京
1367,廉军,male,1,49.9,adr,102,17,780.3,2021/2/18,2,1,0,66,西安,陕西
1368,廉子轩,male,1,262.9,adr,61,61,6215.9,2021/4/4,2,1,0,21,宿迁,江苏
1369,廉浩轩,male,1,211.9,ios,174,29,1940.1,2020/11/17,2,1,0,159,山南,西藏
1370,廉皓轩,male,1,24.9,adr,14,7,783.3,2021/4/14,2,1,0,11,上海,上海
1371,廉子涵,male,1,67.9,adr,14,2,75.8,2021/4/11,1,1,0,14,通化,吉林
1372,廉一诺,male,1,37.9,ios,99,11,4684.9,2021/2/17,1,0,0,67,呼伦贝尔,内蒙古
1373,廉宇航,male,1,54.9,adr,96,16,1262.4,2021/2/8,2,2,0,76,克拉玛依,新疆
1374,廉昊然,male,1,105.9,adr,306,34,4756.6,2021/1/22,3,1,0,93,池州,安徽
1375,廉一鸣,male,1,44.9,ios,65,13,11.7,2021/4/13,3,1,0,12,杭州,浙江
1376,廉子宸,male,1,37.9,adr,40,5,619.5,2021/3/29,3,2,0,27,西宁,青海
1377,廉子豪,male,1,38.9,adr,27,9,260.1,2021/4/2,1,1,0,23,梅州,广东
1378,廉明轩,male,1,54.9,ios,95,19,4045.1,2021/2/2,2,1,0,82,安庆,安徽
1379,廉致远,male,1,240.9,ios,0,0,0,2021/4/25,1,1,2,0,安顺,贵州
1380,廉俊熙,male,1,47.9,adr,77,11,680.9,2021/2/11,2,2,0,73,西安,陕西
1381,廉天佑,male,1,344.9,adr,243,27,1725.3,2020/12/2,2,1,0,144,南通,江苏
1382,廉睿,male,1,71.9,adr,88,22,371.8,2021/2/13,1,1,0,71,三门峡,河南
1383,廉子睿,male,1,82.9,adr,108,18,718.2,2021/4/19,2,2,0,6,上海,上海
1384,廉宇轩,male,1,74.9,adr,20,20,2658,2021/4/10,3,1,0,15,上海,上海
1385,廉致远,male,1,4.9,adr,3,1,78.9,2021/4/23,2,1,3,2,保山,云南
1386,岑伟,male,1,81.9,adr,90,18,628.2,2021/2/2,2,1,0,82,黑河,黑龙江
1387,岑明,male,1,57.9,adr,112,16,2686.4,2021/2/10,2,2,0,74,南京,江苏
1388,岑军,male,1,37.9,ios,28,7,1581.3,2021/4/19,3,1,0,6,玉溪,云南
1389,岑子轩,male,1,23.9,ios,16,8,855.2,2021/4/17,4,2,0,8,嘉峪关,甘肃
1390,岑浩轩,male,1,8.9,adr,36,4,131.6,2021/4/11,1,0,0,14,临沧,云南
1391,岑皓轩,male,1,133.9,ios,204,34,1220.6,2021/2/3,2,1,0,81,呼伦贝尔,内蒙古
1392,岑子涵,male,1,9.9,ios,0,0,0,2021/4/25,1,1,2,0,潮州,广东
1393,岑一诺,male,1,64.9,adr,3,3,74.7,2021/4/22,1,0,3,3,宣城,安徽
1394,岑宇航,male,1,80.9,adr,6,1,121.9,2021/4/19,3,2,0,6,舟山,浙江
1395,岑昊然,male,1,55.9,adr,32,16,478.4,2021/3/27,2,1,0,29,天津,天津
1396,岑一鸣,male,1,6.9,ios,48,6,83.4,2021/3/21,2,1,0,35,随州,湖北
1397,岑子宸,male,1,123.9,adr,93,31,3809.9,2021/4/2,1,1,0,23,哈尔滨,黑龙江
1398,岑子豪,male,1,37.9,adr,32,16,6030.4,2021/4/13,2,2,0,12,济宁,山东
1399,岑明轩,male,1,90.9,adr,9,3,44.7,2021/4/22,2,2,2,3,宣城,安徽
1400,岑致远,male,1,112.9,adr,320,40,5076,2020/11/26,2,1,0,150,漳州,福建
1401,岑俊熙,male,1,20.9,adr,18,6,371.4,2021/4/19,2,1,0,6,合肥,安徽
1402,岑天佑,male,1,27.9,adr,108,12,742.8,2021/3/20,2,1,0,36,大庆,黑龙江
1403,岑睿,male,1,6.9,adr,25,5,379.5,2021/4/19,5,2,0,6,天津,天津
1404,岑子睿,male,1,28.9,adr,40,8,1063.2,2021/4/12,2,1,0,13,鹤壁,河南
1405,岑宇轩,male,1,36.9,adr,0,0,0,2021/4/25,2,1,2,0,青岛,山东
1406,岑致远,male,1,37.9,ios,78,13,2156.7,2021/3/22,4,3,0,34,潍坊,山东
1407,薛伟,male,1,185.9,adr,235,47,1217.3,2021/2/4,1,0,0,80,上海,上海
1408,薛明,male,1,33.9,adr,60,15,2263.5,2021/4/7,2,1,0,18,湖州,浙江
1409,薛军,male,1,186.9,ios,198,22,481.8,2020/11/19,3,1,0,157,漳州,福建
1410,薛子轩,male,1,26.9,adr,14,7,181.3,2021/4/20,4,3,0,5,遵义,贵州
1411,薛浩轩,male,1,19.9,ios,6,3,875.7,2021/4/21,3,1,1,4,天津,天津
1412,薛皓轩,male,1,121.9,adr,180,36,500.4,2021/3/13,3,3,0,43,苏州,江苏
1413,薛子涵,male,1,142.9,adr,272,34,2886.6,2021/3/9,2,1,0,47,许昌,河南
1414,薛一诺,male,1,86.9,ios,252,28,3217.2,2021/2/5,2,1,0,79,黄冈,湖北
1415,薛宇航,male,1,37.9,ios,0,0,0,2021/4/25,3,1,0,0,上海,上海
1416,薛昊然,male,1,128.9,ios,27,27,2643.3,2021/4/21,1,1,1,4,红河,云南
1417,薛一鸣,male,1,241.9,adr,18,3,374.7,2021/4/17,1,1,0,8,枣庄,山东
1418,薛子宸,male,1,197.9,adr,96,12,322.8,2021/2/13,3,2,0,71,深圳,广东
1419,薛子豪,male,1,128.9,adr,152,19,378.1,2020/12/8,3,1,0,138,杭州,浙江
1420,薛明轩,male,1,250.9,adr,105,21,1761.9,2021/1/11,1,0,0,104,常州,江苏
1421,薛致远,male,1,23.9,adr,0,0,0,2021/4/25,2,1,3,0,郑州,河南
1422,薛俊熙,male,1,5.9,ios,14,2,47.8,2021/4/25,1,1,3,0,自贡,四川
1423,薛天佑,male,1,90.9,adr,32,4,639.6,2021/4/10,3,2,0,15,贵阳,贵州
1424,薛睿,male,1,146.9,adr,52,26,2727.4,2021/4/13,2,1,0,12,青岛,山东
1425,薛子睿,male,1,120.9,ios,145,29,1070.1,2021/3/2,3,2,0,54,烟台,山东
1426,薛宇轩,male,1,14.9,adr,16,4,99.6,2021/4/11,2,1,0,14,哈尔滨,黑龙江
1427,薛致远,male,1,28.9,adr,10,5,149.5,2021/4/24,2,1,0,1,扬州,江苏
1428,雷伟,male,1,189.9,ios,384,48,1339.2,2020/7/25,1,1,0,274,张家口,河北
1429,雷明,male,1,175.9,adr,75,15,43.5,2021/4/2,2,1,0,23,三门峡,河南
1430,雷军,male,1,24.9,ios,70,10,529,2021/2/16,4,1,0,68,双鸭山,黑龙江
1431,雷子轩,male,1,35.9,ios,36,12,322.8,2021/4/24,3,2,3,1,衢州,浙江
1432,雷浩轩,male,1,20.9,adr,72,9,377.1,2021/2/25,3,1,0,59,雅安,四川
1433,雷皓轩,male,1,307.9,ios,90,10,1529,2021/4/12,4,2,0,13,东营,山东
1434,雷子涵,male,1,102.9,adr,48,16,2110.4,2021/4/3,2,1,0,22,广州,广东
1435,雷一诺,male,1,32.9,ios,44,11,350.9,2021/4/24,1,1,2,1,金昌,甘肃
1436,雷宇航,male,1,14.9,adr,8,4,103.6,2021/4/22,1,0,1,3,日喀则,西藏
1437,雷昊然,male,1,62.9,adr,20,5,789.5,2021/4/10,4,2,0,15,濮阳,河南
1438,雷一鸣,male,1,20.9,adr,30,6,509.4,2021/4/18,3,1,0,7,镇江,江苏
1439,雷子宸,male,1,15.9,adr,2,2,113.8,2021/4/23,2,1,2,2,通化,吉林
1440,雷子豪,male,1,23.9,ios,54,9,89.1,2021/3/11,2,1,0,45,自贡,四川
1441,雷明轩,male,1,89.9,ios,133,19,568.1,2021/1/14,2,1,0,101,香港,香港
1442,雷致远,male,1,5.9,adr,6,3,356.7,2021/4/22,1,0,3,3,伊犁,新疆
1443,雷俊熙,male,1,1.9,ios,0,0,0,2021/4/25,2,1,2,0,,
1444,雷天佑,male,1,20.9,adr,72,8,2071.2,2021/3/24,2,0,0,32,重庆,重庆
1445,雷睿,male,1,52.9,ios,60,12,250.8,2021/3/20,2,1,0,36,宝鸡,陕西
1446,雷子睿,male,1,45.9,adr,12,4,751.6,2021/4/20,4,2,1,5,海东,青海
1447,雷宇轩,male,1,19.9,adr,2,1,287.9,2021/4/23,2,1,0,2,北京,北京
1448,雷致远,male,1,109.9,adr,16,4,139.6,2021/4/24,2,1,5,1,呼和浩特,内蒙古
1449,贺伟,male,1,42.9,ios,7,1,113.9,2021/4/18,1,1,0,7,北京,北京
1450,贺明,male,1,64.9,ios,105,21,81.9,2021/2/20,2,0,0,64,榆林,陕西
1451,贺军,male,1,52.9,adr,144,18,2536.2,2021/4/18,3,3,0,7,松原,吉林
1452,贺子轩,male,1,143.9,ios,14,2,79.8,2021/4/15,2,1,0,10,文山,云南
1453,贺浩轩,male,1,19.9,adr,10,5,474.5,2021/4/19,1,1,0,6,蚌埠,安徽
1454,贺皓轩,male,1,152.9,ios,351,39,3545.1,2020/12/28,1,1,0,118,芜湖,安徽
1455,贺子涵,male,1,132.9,ios,208,26,3715.4,2021/1/26,3,1,0,89,哈密,新疆
1456,贺一诺,male,1,206.9,adr,342,38,6190.2,2020/8/3,1,1,0,265,松原,吉林
1457,贺宇航,male,1,44.9,adr,55,11,647.9,2021/4/14,2,1,0,11,鹰潭,江西
1458,贺昊然,male,1,24.9,adr,8,1,45.9,2021/4/18,2,1,0,7,阿克苏,新疆
1459,贺一鸣,male,1,56.9,adr,6,2,237.8,2021/4/24,3,2,3,1,青岛,山东
1460,贺子宸,male,1,110.9,ios,16,4,79.6,2021/4/24,2,1,4,1,佳木斯,黑龙江
1461,贺子豪,male,1,133.9,adr,34,34,8938.6,2021/4/4,3,2,0,21,香港,香港
1462,贺明轩,male,1,126.9,ios,172,43,640.7,2021/1/19,3,2,0,96,兴安盟,内蒙古
1463,贺致远,male,1,4.9,ios,0,0,0,2021/4/25,3,1,2,0,蚌埠,安徽
1464,贺俊熙,male,1,80.9,ios,135,15,433.5,2020/12/29,1,0,0,117,鄂州,湖北
1465,贺天佑,male,1,7.9,ios,4,2,237.8,2021/4/22,2,1,2,3,日照,山东
1466,贺睿,male,1,6.9,adr,6,2,49.8,2021/4/25,2,1,3,0,安顺,贵州
1467,贺子睿,male,1,16.9,ios,8,8,175.2,2021/4/25,2,1,6,0,渭南,陕西
1468,贺宇轩,male,1,70.9,adr,27,3,464.7,2021/4/22,3,2,1,3,肇庆,广东
1469,贺致远,male,1,38.9,adr,78,13,2728.7,2021/3/29,2,1,0,27,陇南,甘肃
1470,倪伟,male,1,29.9,adr,60,10,359,2021/4/9,1,1,0,16,泉州,福建
1471,倪明,male,1,67.9,adr,208,26,9487.4,2021/2/26,2,1,0,58,恩施,湖北
1472,倪军,male,1,19.9,ios,56,8,351.2,2021/3/28,1,1,0,28,玉树,青海
1473,倪子轩,male,1,250.9,ios,147,21,732.9,2020/12/29,3,1,0,117,揭阳,广东
1474,倪浩轩,male,1,136.9,adr,80,16,190.4,2021/4/7,1,1,0,18,哈密,新疆
1475,倪皓轩,male,1,312.9,adr,264,44,1315.6,2021/1/22,2,1,0,93,绥化,黑龙江
1476,倪子涵,male,1,41.9,adr,8,1,23.9,2021/4/17,2,1,0,8,厦门,福建
1477,倪一诺,male,1,146.9,ios,25,5,499.5,2021/4/17,2,1,0,8,郑州,河南
1478,倪宇航,male,1,3.9,adr,2,2,211.8,2021/4/23,2,0,2,2,临沧,云南
1479,倪昊然,male,1,38.9,ios,24,3,1115.7,2021/4/24,3,1,2,1,泉州,福建
1480,倪一鸣,male,1,19.9,adr,12,3,8.7,2021/4/25,1,1,4,0,雅安,四川
1481,倪子宸,male,1,41.9,adr,55,11,273.9,2021/4/7,4,2,0,18,三明,福建
1482,倪子豪,male,1,134.9,ios,288,32,5980.8,2020/10/28,1,0,0,179,巴彦淖尔,内蒙古
1483,倪明轩,male,1,1.9,adr,3,3,173.7,2021/4/23,4,3,2,2,广州,广东
1484,倪致远,male,1,123.9,adr,27,27,5370.3,2021/4/17,2,1,0,8,七台河,黑龙江
1485,倪俊熙,male,1,110.9,adr,304,38,3682.2,2020/11/19,2,2,0,157,葫芦岛,辽宁
1486,倪天佑,male,1,70.9,ios,28,7,377.3,2021/4/18,2,1,0,7,重庆,重庆
1487,倪睿,male,1,19.9,adr,12,3,611.7,2021/4/19,1,0,0,6,沈阳,辽宁
1488,倪子睿,male,1,161.9,adr,256,32,16924.8,2020/12/27,2,1,0,119,巴中,四川
1489,倪宇轩,male,1,98.9,adr,216,27,2184.3,2021/2/2,2,1,0,82,重庆,重庆
1490,倪致远,male,1,62.9,adr,147,21,1572.9,2021/1/16,2,1,0,99,威海,山东
1491,汤伟,male,1,37.9,adr,0,0,0,2021/4/25,5,4,2,0,咸阳,陕西
1492,汤明,male,1,51.9,adr,80,10,49,2021/4/18,1,0,0,7,林芝,西藏
1493,汤军,male,1,119.9,adr,32,8,511.2,2021/3/28,2,1,0,28,安顺,贵州
1494,汤子轩,male,1,15.9,adr,56,7,286.3,2021/3/19,2,1,0,37,深圳,广东
1495,汤浩轩,male,1,48.9,adr,24,6,845.4,2021/4/17,3,2,0,8,永州,湖南
1496,汤皓轩,male,1,377.9,adr,252,36,1868.4,2020/8/30,3,2,0,238,宜昌,湖北
1497,汤子涵,male,1,116.9,ios,24,8,1255.2,2021/4/18,1,0,0,7,台州,浙江
1498,汤一诺,male,1,40.9,ios,84,14,404.6,2021/4/23,3,1,3,2,茂名,广东
1499,汤宇航,male,1,100.9,adr,21,21,5856.9,2021/4/10,2,1,0,15,北京,北京
1500,汤昊然,male,1,21.9,adr,30,6,197.4,2021/4/22,2,1,2,3,莆田,福建
1501,汤一鸣,male,1,137.9,ios,222,37,2142.3,2021/3/6,3,1,0,50,广州,广东
1502,汤子宸,male,1,66.9,adr,40,8,423.2,2021/4/11,3,2,0,14,安顺,贵州
1503,汤子豪,male,1,59.9,ios,154,22,2747.8,2021/4/7,2,2,0,18,重庆,重庆
1504,汤明轩,male,1,21.9,adr,81,9,296.1,2021/4/3,4,2,0,22,广州,广东
1505,汤致远,male,1,60.9,ios,19,19,872.1,2021/4/24,3,2,0,1,孝感,湖北
1506,汤俊熙,male,1,41.9,adr,24,6,101.4,2021/4/25,3,1,4,0,黄冈,湖北
1507,汤天佑,male,1,73.9,adr,27,9,485.1,2021/3/30,3,2,0,26,沈阳,辽宁
1508,汤睿,male,1,124.9,adr,360,45,2695.5,2020/6/21,4,2,0,308,武汉,湖北
1509,汤子睿,male,1,2.9,adr,7,1,137.9,2021/4/25,1,0,2,0,铜仁,贵州
1510,汤宇轩,male,1,37.9,adr,77,11,174.9,2021/2/17,2,1,0,67,梧州,广西
1511,汤致远,male,1,77.9,ios,161,23,457.7,2021/1/29,2,1,0,86,云浮,广东
1512,滕伟,male,1,27.9,ios,91,13,193.7,2021/3/24,3,2,0,32,沈阳,辽宁
1513,滕明,male,1,76.9,adr,84,14,1020.6,2021/3/17,2,1,0,39,周口,河南
1514,滕军,male,1,127.9,adr,232,29,4608.1,2020/12/22,3,1,0,124,牡丹江,黑龙江
1515,滕子轩,male,1,3.9,adr,36,4,15.6,2021/3/23,2,1,0,33,鞍山,辽宁
1516,滕浩轩,male,1,15.9,adr,12,2,27.8,2021/4/20,2,2,0,5,庆阳,甘肃
1517,滕皓轩,male,1,95.9,ios,210,30,1227,2021/4/25,3,1,3,0,随州,湖北
1518,滕子涵,male,1,21.9,adr,5,5,224.5,2021/4/22,3,0,2,3,济南,山东
1519,滕一诺,male,1,6.9,ios,27,3,29.7,2021/4/18,3,3,0,7,红河,云南
1520,滕宇航,male,1,8.9,ios,40,5,1924.5,2021/3/18,2,1,0,38,塔城,新疆
1521,滕昊然,male,1,4.9,adr,4,4,59.6,2021/4/21,2,1,0,4,鹰潭,江西
1522,滕一鸣,male,1,95.9,adr,112,28,3189.2,2021/1/17,2,2,0,98,庆阳,甘肃
1523,滕子宸,male,1,10.9,ios,35,7,1056.3,2021/4/5,2,1,0,20,泉州,福建
1524,滕子豪,male,1,27.9,ios,108,12,70.8,2021/4/13,2,1,0,12,衡水,河北
1525,滕明轩,male,1,58.9,ios,24,8,367.2,2021/4/25,2,1,4,0,益阳,湖南
1526,滕致远,male,1,11.9,adr,63,7,181.3,2021/4/20,3,2,1,5,常州,江苏
1527,滕俊熙,male,1,3.9,ios,27,3,221.7,2021/4/19,2,1,0,6,乌兰察布,内蒙古
1528,滕天佑,male,1,101.9,adr,148,37,736.3,2020/12/14,1,0,0,132,漯河,河南
1529,滕睿,male,1,4.9,adr,21,3,8.7,2021/4/24,2,1,2,1,南京,江苏
1530,滕子睿,male,1,57.9,adr,0,0,0,2021/4/25,3,2,4,0,襄阳,湖北
1531,滕宇轩,male,1,18.9,ios,18,3,383.7,2021/4/18,5,1,0,7,潜江,湖北
1532,滕致远,male,1,149.9,adr,208,52,1502.8,2020/11/19,1,1,0,157,庆阳,甘肃
1533,殷伟,male,1,20.9,adr,36,6,305.4,2021/4/19,2,1,0,6,青岛,山东
